f_sample_id	f_gse_id	f_genome	f_geo_id	f_label	f_pmid	f_species	f_tissue_type	f_sequencing_type	f_health_type	f_health_type_description	f_description	f_source	f_source_url	f_counts_layer	f_sample_exist	f_cell_count	f_cell_type_count	f_index	f_sample_name
sample_id_101	GSE175621	hg38	GSM5342807	GSM5342807	35590109,35714152,37770635	Human	Heart	scATAC-seq	Disease	Coronary artery disease (CAD)	Coronary artery disease (CAD) is a complex inflammatory disease involving genetic influences across several cell types. Genome-wide association studies (GWAS) have identified over 170 loci associated with CAD, where the majority of risk variants reside in noncoding DNA sequences impacting cis-regulatory elements (CREs). Here, we applied single-cell ATAC-seq to profile 28,316 cells across coronary artery segments from 41 patients with varying stages of CAD, which revealed 14 distinct cellular clusters. We mapped ~320,000 accessible sites across all cells, identified cell type-specific elements, transcription factors, and prioritized functional CAD risk variants via quantitative trait locus and sequence-based predictive modeling. We identified a number of candidate mechanisms for smooth muscle cell transition states and identified putative binding sites for risk variants. We further employed CRE to gene linkage to nominate disease-associated key driver transcription factors such as PRDM16 and TBX2. This single cell atlas provides a critical step towards interpreting cis-regulatory mechanisms in the vessel wall across the continuum of CAD risk.	scBlood	https://bio.liclab.net/scBlood/detail1?sampleId=scBlood_h_251	counts	0	336	5	100	Coronary artery disease (CAD)_heart_14
sample_id_102	GSE175621	hg38	GSM5342809	GSM5342809	35590109,35714152,37770635	Human	Heart	scATAC-seq	Disease	Coronary artery disease (CAD)	Coronary artery disease (CAD) is a complex inflammatory disease involving genetic influences across several cell types. Genome-wide association studies (GWAS) have identified over 170 loci associated with CAD, where the majority of risk variants reside in noncoding DNA sequences impacting cis-regulatory elements (CREs). Here, we applied single-cell ATAC-seq to profile 28,316 cells across coronary artery segments from 41 patients with varying stages of CAD, which revealed 14 distinct cellular clusters. We mapped ~320,000 accessible sites across all cells, identified cell type-specific elements, transcription factors, and prioritized functional CAD risk variants via quantitative trait locus and sequence-based predictive modeling. We identified a number of candidate mechanisms for smooth muscle cell transition states and identified putative binding sites for risk variants. We further employed CRE to gene linkage to nominate disease-associated key driver transcription factors such as PRDM16 and TBX2. This single cell atlas provides a critical step towards interpreting cis-regulatory mechanisms in the vessel wall across the continuum of CAD risk.	scBlood	https://bio.liclab.net/scBlood/detail1?sampleId=scBlood_h_253	counts	0	683	6	101	Coronary artery disease (CAD)_heart_15
sample_id_103	GSE175621	hg38	GSM5342811	GSM5342811	35590109,35714152,37770635	Human	Heart	scATAC-seq	Disease	Coronary artery disease (CAD)	Coronary artery disease (CAD) is a complex inflammatory disease involving genetic influences across several cell types. Genome-wide association studies (GWAS) have identified over 170 loci associated with CAD, where the majority of risk variants reside in noncoding DNA sequences impacting cis-regulatory elements (CREs). Here, we applied single-cell ATAC-seq to profile 28,316 cells across coronary artery segments from 41 patients with varying stages of CAD, which revealed 14 distinct cellular clusters. We mapped ~320,000 accessible sites across all cells, identified cell type-specific elements, transcription factors, and prioritized functional CAD risk variants via quantitative trait locus and sequence-based predictive modeling. We identified a number of candidate mechanisms for smooth muscle cell transition states and identified putative binding sites for risk variants. We further employed CRE to gene linkage to nominate disease-associated key driver transcription factors such as PRDM16 and TBX2. This single cell atlas provides a critical step towards interpreting cis-regulatory mechanisms in the vessel wall across the continuum of CAD risk.	scBlood	https://bio.liclab.net/scBlood/detail1?sampleId=scBlood_h_255	counts	0	757	5	102	Coronary artery disease (CAD)_heart_16
sample_id_104	GSE175621	hg38	GSM5342812	GSM5342812	35590109,35714152,37770635	Human	Heart	scATAC-seq	Disease	Coronary artery disease (CAD)	Coronary artery disease (CAD) is a complex inflammatory disease involving genetic influences across several cell types. Genome-wide association studies (GWAS) have identified over 170 loci associated with CAD, where the majority of risk variants reside in noncoding DNA sequences impacting cis-regulatory elements (CREs). Here, we applied single-cell ATAC-seq to profile 28,316 cells across coronary artery segments from 41 patients with varying stages of CAD, which revealed 14 distinct cellular clusters. We mapped ~320,000 accessible sites across all cells, identified cell type-specific elements, transcription factors, and prioritized functional CAD risk variants via quantitative trait locus and sequence-based predictive modeling. We identified a number of candidate mechanisms for smooth muscle cell transition states and identified putative binding sites for risk variants. We further employed CRE to gene linkage to nominate disease-associated key driver transcription factors such as PRDM16 and TBX2. This single cell atlas provides a critical step towards interpreting cis-regulatory mechanisms in the vessel wall across the continuum of CAD risk.	scBlood	https://bio.liclab.net/scBlood/detail1?sampleId=scBlood_h_256	counts	0	811	6	103	Coronary artery disease (CAD)_heart_17
sample_id_105	GSE175621	hg38	GSM5342814	GSM5342814	35590109,35714152,37770635	Human	Heart	scATAC-seq	Disease	Coronary artery disease (CAD)	Coronary artery disease (CAD) is a complex inflammatory disease involving genetic influences across several cell types. Genome-wide association studies (GWAS) have identified over 170 loci associated with CAD, where the majority of risk variants reside in noncoding DNA sequences impacting cis-regulatory elements (CREs). Here, we applied single-cell ATAC-seq to profile 28,316 cells across coronary artery segments from 41 patients with varying stages of CAD, which revealed 14 distinct cellular clusters. We mapped ~320,000 accessible sites across all cells, identified cell type-specific elements, transcription factors, and prioritized functional CAD risk variants via quantitative trait locus and sequence-based predictive modeling. We identified a number of candidate mechanisms for smooth muscle cell transition states and identified putative binding sites for risk variants. We further employed CRE to gene linkage to nominate disease-associated key driver transcription factors such as PRDM16 and TBX2. This single cell atlas provides a critical step towards interpreting cis-regulatory mechanisms in the vessel wall across the continuum of CAD risk.	scBlood	https://bio.liclab.net/scBlood/detail1?sampleId=scBlood_h_258	counts	0	312	4	104	Coronary artery disease (CAD)_heart_18
sample_id_106	GSE175621	hg38	GSM5342818	GSM5342818	35590109,35714152,37770635	Human	Heart	scATAC-seq	Disease	Coronary artery disease (CAD)	Coronary artery disease (CAD) is a complex inflammatory disease involving genetic influences across several cell types. Genome-wide association studies (GWAS) have identified over 170 loci associated with CAD, where the majority of risk variants reside in noncoding DNA sequences impacting cis-regulatory elements (CREs). Here, we applied single-cell ATAC-seq to profile 28,316 cells across coronary artery segments from 41 patients with varying stages of CAD, which revealed 14 distinct cellular clusters. We mapped ~320,000 accessible sites across all cells, identified cell type-specific elements, transcription factors, and prioritized functional CAD risk variants via quantitative trait locus and sequence-based predictive modeling. We identified a number of candidate mechanisms for smooth muscle cell transition states and identified putative binding sites for risk variants. We further employed CRE to gene linkage to nominate disease-associated key driver transcription factors such as PRDM16 and TBX2. This single cell atlas provides a critical step towards interpreting cis-regulatory mechanisms in the vessel wall across the continuum of CAD risk.	scBlood	https://bio.liclab.net/scBlood/detail1?sampleId=scBlood_h_260	counts	0	670	5	105	Coronary artery disease (CAD)_heart_19
sample_id_107	GSE175621	hg38	GSM5342819	GSM5342819	35590109,35714152,37770635	Human	Heart	scATAC-seq	Disease	Coronary artery disease (CAD)	Coronary artery disease (CAD) is a complex inflammatory disease involving genetic influences across several cell types. Genome-wide association studies (GWAS) have identified over 170 loci associated with CAD, where the majority of risk variants reside in noncoding DNA sequences impacting cis-regulatory elements (CREs). Here, we applied single-cell ATAC-seq to profile 28,316 cells across coronary artery segments from 41 patients with varying stages of CAD, which revealed 14 distinct cellular clusters. We mapped ~320,000 accessible sites across all cells, identified cell type-specific elements, transcription factors, and prioritized functional CAD risk variants via quantitative trait locus and sequence-based predictive modeling. We identified a number of candidate mechanisms for smooth muscle cell transition states and identified putative binding sites for risk variants. We further employed CRE to gene linkage to nominate disease-associated key driver transcription factors such as PRDM16 and TBX2. This single cell atlas provides a critical step towards interpreting cis-regulatory mechanisms in the vessel wall across the continuum of CAD risk.	scBlood	https://bio.liclab.net/scBlood/detail1?sampleId=scBlood_h_261	counts	0	424	6	106	Coronary artery disease (CAD)_heart_20
sample_id_108	GSE175621	hg38	GSM5342820	GSM5342820	35590109,35714152,37770635	Human	Heart	scATAC-seq	Disease	Coronary artery disease (CAD)	Coronary artery disease (CAD) is a complex inflammatory disease involving genetic influences across several cell types. Genome-wide association studies (GWAS) have identified over 170 loci associated with CAD, where the majority of risk variants reside in noncoding DNA sequences impacting cis-regulatory elements (CREs). Here, we applied single-cell ATAC-seq to profile 28,316 cells across coronary artery segments from 41 patients with varying stages of CAD, which revealed 14 distinct cellular clusters. We mapped ~320,000 accessible sites across all cells, identified cell type-specific elements, transcription factors, and prioritized functional CAD risk variants via quantitative trait locus and sequence-based predictive modeling. We identified a number of candidate mechanisms for smooth muscle cell transition states and identified putative binding sites for risk variants. We further employed CRE to gene linkage to nominate disease-associated key driver transcription factors such as PRDM16 and TBX2. This single cell atlas provides a critical step towards interpreting cis-regulatory mechanisms in the vessel wall across the continuum of CAD risk.	scBlood	https://bio.liclab.net/scBlood/detail1?sampleId=scBlood_h_262	counts	0	692	4	107	Coronary artery disease (CAD)_heart_21
sample_id_109	GSE175621	hg38	GSM5342821	GSM5342821	35590109,35714152,37770635	Human	Heart	scATAC-seq	Disease	Coronary artery disease (CAD)	Coronary artery disease (CAD) is a complex inflammatory disease involving genetic influences across several cell types. Genome-wide association studies (GWAS) have identified over 170 loci associated with CAD, where the majority of risk variants reside in noncoding DNA sequences impacting cis-regulatory elements (CREs). Here, we applied single-cell ATAC-seq to profile 28,316 cells across coronary artery segments from 41 patients with varying stages of CAD, which revealed 14 distinct cellular clusters. We mapped ~320,000 accessible sites across all cells, identified cell type-specific elements, transcription factors, and prioritized functional CAD risk variants via quantitative trait locus and sequence-based predictive modeling. We identified a number of candidate mechanisms for smooth muscle cell transition states and identified putative binding sites for risk variants. We further employed CRE to gene linkage to nominate disease-associated key driver transcription factors such as PRDM16 and TBX2. This single cell atlas provides a critical step towards interpreting cis-regulatory mechanisms in the vessel wall across the continuum of CAD risk.	scBlood	https://bio.liclab.net/scBlood/detail1?sampleId=scBlood_h_263	counts	0	456	6	108	Coronary artery disease (CAD)_heart_22
sample_id_110	GSE175621	hg38	GSM5342822	GSM5342822	35590109,35714152,37770635	Human	Heart	scATAC-seq	Disease	Coronary artery disease (CAD)	Coronary artery disease (CAD) is a complex inflammatory disease involving genetic influences across several cell types. Genome-wide association studies (GWAS) have identified over 170 loci associated with CAD, where the majority of risk variants reside in noncoding DNA sequences impacting cis-regulatory elements (CREs). Here, we applied single-cell ATAC-seq to profile 28,316 cells across coronary artery segments from 41 patients with varying stages of CAD, which revealed 14 distinct cellular clusters. We mapped ~320,000 accessible sites across all cells, identified cell type-specific elements, transcription factors, and prioritized functional CAD risk variants via quantitative trait locus and sequence-based predictive modeling. We identified a number of candidate mechanisms for smooth muscle cell transition states and identified putative binding sites for risk variants. We further employed CRE to gene linkage to nominate disease-associated key driver transcription factors such as PRDM16 and TBX2. This single cell atlas provides a critical step towards interpreting cis-regulatory mechanisms in the vessel wall across the continuum of CAD risk.	scBlood	https://bio.liclab.net/scBlood/detail1?sampleId=scBlood_h_264	counts	0	302	4	109	Coronary artery disease (CAD)_heart_23
sample_id_111	GSE175621	hg38	GSM5342824	GSM5342824	35590109,35714152,37770635	Human	Heart	scATAC-seq	Disease	Coronary artery disease (CAD)	Coronary artery disease (CAD) is a complex inflammatory disease involving genetic influences across several cell types. Genome-wide association studies (GWAS) have identified over 170 loci associated with CAD, where the majority of risk variants reside in noncoding DNA sequences impacting cis-regulatory elements (CREs). Here, we applied single-cell ATAC-seq to profile 28,316 cells across coronary artery segments from 41 patients with varying stages of CAD, which revealed 14 distinct cellular clusters. We mapped ~320,000 accessible sites across all cells, identified cell type-specific elements, transcription factors, and prioritized functional CAD risk variants via quantitative trait locus and sequence-based predictive modeling. We identified a number of candidate mechanisms for smooth muscle cell transition states and identified putative binding sites for risk variants. We further employed CRE to gene linkage to nominate disease-associated key driver transcription factors such as PRDM16 and TBX2. This single cell atlas provides a critical step towards interpreting cis-regulatory mechanisms in the vessel wall across the continuum of CAD risk.	scBlood	https://bio.liclab.net/scBlood/detail1?sampleId=scBlood_h_266	counts	0	789	7	110	Coronary artery disease (CAD)_heart_24
sample_id_112	GSE175621	hg38	GSM5342825	GSM5342825	35590109,35714152,37770635	Human	Heart	scATAC-seq	Disease	Coronary artery disease (CAD)	Coronary artery disease (CAD) is a complex inflammatory disease involving genetic influences across several cell types. Genome-wide association studies (GWAS) have identified over 170 loci associated with CAD, where the majority of risk variants reside in noncoding DNA sequences impacting cis-regulatory elements (CREs). Here, we applied single-cell ATAC-seq to profile 28,316 cells across coronary artery segments from 41 patients with varying stages of CAD, which revealed 14 distinct cellular clusters. We mapped ~320,000 accessible sites across all cells, identified cell type-specific elements, transcription factors, and prioritized functional CAD risk variants via quantitative trait locus and sequence-based predictive modeling. We identified a number of candidate mechanisms for smooth muscle cell transition states and identified putative binding sites for risk variants. We further employed CRE to gene linkage to nominate disease-associated key driver transcription factors such as PRDM16 and TBX2. This single cell atlas provides a critical step towards interpreting cis-regulatory mechanisms in the vessel wall across the continuum of CAD risk.	scBlood	https://bio.liclab.net/scBlood/detail1?sampleId=scBlood_h_267	counts	0	1087	6	111	Coronary artery disease (CAD)_heart_25
sample_id_113	GSE175621	hg38	GSM5342826	GSM5342826	35590109,35714152,37770635	Human	Heart	scATAC-seq	Disease	Coronary artery disease (CAD)	Coronary artery disease (CAD) is a complex inflammatory disease involving genetic influences across several cell types. Genome-wide association studies (GWAS) have identified over 170 loci associated with CAD, where the majority of risk variants reside in noncoding DNA sequences impacting cis-regulatory elements (CREs). Here, we applied single-cell ATAC-seq to profile 28,316 cells across coronary artery segments from 41 patients with varying stages of CAD, which revealed 14 distinct cellular clusters. We mapped ~320,000 accessible sites across all cells, identified cell type-specific elements, transcription factors, and prioritized functional CAD risk variants via quantitative trait locus and sequence-based predictive modeling. We identified a number of candidate mechanisms for smooth muscle cell transition states and identified putative binding sites for risk variants. We further employed CRE to gene linkage to nominate disease-associated key driver transcription factors such as PRDM16 and TBX2. This single cell atlas provides a critical step towards interpreting cis-regulatory mechanisms in the vessel wall across the continuum of CAD risk.	scBlood	https://bio.liclab.net/scBlood/detail1?sampleId=scBlood_h_268	counts	0	230	4	112	Coronary artery disease (CAD)_heart_26
sample_id_114	GSE175621	hg38	GSM5342827	GSM5342827	35590109,35714152,37770635	Human	Heart	scATAC-seq	Disease	Coronary artery disease (CAD)	Coronary artery disease (CAD) is a complex inflammatory disease involving genetic influences across several cell types. Genome-wide association studies (GWAS) have identified over 170 loci associated with CAD, where the majority of risk variants reside in noncoding DNA sequences impacting cis-regulatory elements (CREs). Here, we applied single-cell ATAC-seq to profile 28,316 cells across coronary artery segments from 41 patients with varying stages of CAD, which revealed 14 distinct cellular clusters. We mapped ~320,000 accessible sites across all cells, identified cell type-specific elements, transcription factors, and prioritized functional CAD risk variants via quantitative trait locus and sequence-based predictive modeling. We identified a number of candidate mechanisms for smooth muscle cell transition states and identified putative binding sites for risk variants. We further employed CRE to gene linkage to nominate disease-associated key driver transcription factors such as PRDM16 and TBX2. This single cell atlas provides a critical step towards interpreting cis-regulatory mechanisms in the vessel wall across the continuum of CAD risk.	scBlood	https://bio.liclab.net/scBlood/detail1?sampleId=scBlood_h_269	counts	0	1142	7	113	Coronary artery disease (CAD)_heart_27
sample_id_115	GSE175621	hg38	GSM5342829	GSM5342829	35590109,35714152,37770635	Human	Heart	scATAC-seq	Disease	Coronary artery disease (CAD)	Coronary artery disease (CAD) is a complex inflammatory disease involving genetic influences across several cell types. Genome-wide association studies (GWAS) have identified over 170 loci associated with CAD, where the majority of risk variants reside in noncoding DNA sequences impacting cis-regulatory elements (CREs). Here, we applied single-cell ATAC-seq to profile 28,316 cells across coronary artery segments from 41 patients with varying stages of CAD, which revealed 14 distinct cellular clusters. We mapped ~320,000 accessible sites across all cells, identified cell type-specific elements, transcription factors, and prioritized functional CAD risk variants via quantitative trait locus and sequence-based predictive modeling. We identified a number of candidate mechanisms for smooth muscle cell transition states and identified putative binding sites for risk variants. We further employed CRE to gene linkage to nominate disease-associated key driver transcription factors such as PRDM16 and TBX2. This single cell atlas provides a critical step towards interpreting cis-regulatory mechanisms in the vessel wall across the continuum of CAD risk.	scBlood	https://bio.liclab.net/scBlood/detail1?sampleId=scBlood_h_271	counts	0	970	5	114	Coronary artery disease (CAD)_heart_28
sample_id_116	GSE175694	hg38	GSM5344320,GSM5344321,GSM5344322,GSM5344323,GSM5344324,GSM5344325,GSM5344327,GSM5344328,GSM5344329,GSM5344330,GSM5344331,GSM5344332,GSM5344333,GSM5344334,GSM5344335	GSE175694	35124428	Human	PBMC	scATAC-seq	Disease	Circulating leukocytes cells	Background: While bulk and single cell transcriptomic patterns in circulating leukocytes from trauma patients have been reported, how these relate to changes in open chromatin patterns remain unstudied. Here, we investigated whether single-cell ATAC-seq would provide further resolution of transcriptomic patterns that align with patient outcomes. Methods: We performed scATAC-seq on peripheral blood mononuclear cells from four trauma patients at <4hr, 24hr, 72hr post-injury and four matched healthy controls, and extracted the features associated with the global epigenetic alterations. Three large-scale bulk transcriptomic datasets from trauma, burn and sepsis patients were used to validate the scATAC-seq derived signature, explore patient epigenetic heterogeneity (Epigenetic Groups: EG_hi vs. EG_lo), and associate patterns with clinical outcomes in critical illness. Findings: Patient subsets with gene expression patterns in blood leukocytes representative of a high global epigenetic signature (EG_hi) had worse outcomes across three etiologies of critical illness. EG_hi designation contributed independent of the known immune leukocyte transcriptomic responses to patient prognosis (Trauma: HR=0.62 [95% CI: 0.43-0.89, event set as recovery], p=0.01, n=167; Burns: HR=4.35 [95% CI: 0.816-23.2, event set as death], p=0.085, n=121; Sepsis: HR=1.60 [95% CI: 1.10-2.33, event set as death], p=0.013, n=479; Cox proportional hazards regression). Interpretation: The inclusion of gene expression patterns that associate with global epigenetic changes in circulating leukocytes improves the resolution of transcriptome-based patient classification in acute critical illnesses. Early detection of both the global epigenetic signature and the known immune transcriptomic patterns associates with the worse prognosis in trauma, burns and sepsis.	scBlood	https://bio.liclab.net/scBlood/detail1?sampleId=scBlood_h_331	counts	1	12859	6	115	Circulating leukocytes cells_PBMC_1
sample_id_117	GSE175694	hg38	GSM5344320	GSM5344320	35124428	Human	PBMC	scATAC-seq	Disease	Circulating leukocytes cells, Hypotension/tachycardia	Background: While bulk and single cell transcriptomic patterns in circulating leukocytes from trauma patients have been reported, how these relate to changes in open chromatin patterns remain unstudied. Here, we investigated whether single-cell ATAC-seq would provide further resolution of transcriptomic patterns that align with patient outcomes. Methods: We performed scATAC-seq on peripheral blood mononuclear cells from four trauma patients at <4hr, 24hr, 72hr post-injury and four matched healthy controls, and extracted the features associated with the global epigenetic alterations. Three large-scale bulk transcriptomic datasets from trauma, burn and sepsis patients were used to validate the scATAC-seq derived signature, explore patient epigenetic heterogeneity (Epigenetic Groups: EG_hi vs. EG_lo), and associate patterns with clinical outcomes in critical illness. Findings: Patient subsets with gene expression patterns in blood leukocytes representative of a high global epigenetic signature (EG_hi) had worse outcomes across three etiologies of critical illness. EG_hi designation contributed independent of the known immune leukocyte transcriptomic responses to patient prognosis (Trauma: HR=0.62 [95% CI: 0.43-0.89, event set as recovery], p=0.01, n=167; Burns: HR=4.35 [95% CI: 0.816-23.2, event set as death], p=0.085, n=121; Sepsis: HR=1.60 [95% CI: 1.10-2.33, event set as death], p=0.013, n=479; Cox proportional hazards regression). Interpretation: The inclusion of gene expression patterns that associate with global epigenetic changes in circulating leukocytes improves the resolution of transcriptome-based patient classification in acute critical illnesses. Early detection of both the global epigenetic signature and the known immune transcriptomic patterns associates with the worse prognosis in trauma, burns and sepsis.	scBlood	https://bio.liclab.net/scBlood/detail1?sampleId=scBlood_h_083	counts	0	1902	5	116	Circulating leukocytes cells, Hypotension/tachycardia_PBMC_1
sample_id_118	GSE175694	hg38	GSM5344322	GSM5344322	35124428	Human	PBMC	scATAC-seq	Disease	Circulating leukocytes cells, Hypotension/tachycardia	Background: While bulk and single cell transcriptomic patterns in circulating leukocytes from trauma patients have been reported, how these relate to changes in open chromatin patterns remain unstudied. Here, we investigated whether single-cell ATAC-seq would provide further resolution of transcriptomic patterns that align with patient outcomes. Methods: We performed scATAC-seq on peripheral blood mononuclear cells from four trauma patients at <4hr, 24hr, 72hr post-injury and four matched healthy controls, and extracted the features associated with the global epigenetic alterations. Three large-scale bulk transcriptomic datasets from trauma, burn and sepsis patients were used to validate the scATAC-seq derived signature, explore patient epigenetic heterogeneity (Epigenetic Groups: EG_hi vs. EG_lo), and associate patterns with clinical outcomes in critical illness. Findings: Patient subsets with gene expression patterns in blood leukocytes representative of a high global epigenetic signature (EG_hi) had worse outcomes across three etiologies of critical illness. EG_hi designation contributed independent of the known immune leukocyte transcriptomic responses to patient prognosis (Trauma: HR=0.62 [95% CI: 0.43-0.89, event set as recovery], p=0.01, n=167; Burns: HR=4.35 [95% CI: 0.816-23.2, event set as death], p=0.085, n=121; Sepsis: HR=1.60 [95% CI: 1.10-2.33, event set as death], p=0.013, n=479; Cox proportional hazards regression). Interpretation: The inclusion of gene expression patterns that associate with global epigenetic changes in circulating leukocytes improves the resolution of transcriptome-based patient classification in acute critical illnesses. Early detection of both the global epigenetic signature and the known immune transcriptomic patterns associates with the worse prognosis in trauma, burns and sepsis.	scBlood	https://bio.liclab.net/scBlood/detail1?sampleId=scBlood_h_081	counts	0	4503	5	117	Circulating leukocytes cells, Hypotension/tachycardia_PBMC_2
sample_id_119	GSE175694	hg38	GSM5344323	GSM5344323	35124428	Human	PBMC	scATAC-seq	Normal	Circulating leukocytes cells	Background: While bulk and single cell transcriptomic patterns in circulating leukocytes from trauma patients have been reported, how these relate to changes in open chromatin patterns remain unstudied. Here, we investigated whether single-cell ATAC-seq would provide further resolution of transcriptomic patterns that align with patient outcomes. Methods: We performed scATAC-seq on peripheral blood mononuclear cells from four trauma patients at <4hr, 24hr, 72hr post-injury and four matched healthy controls, and extracted the features associated with the global epigenetic alterations. Three large-scale bulk transcriptomic datasets from trauma, burn and sepsis patients were used to validate the scATAC-seq derived signature, explore patient epigenetic heterogeneity (Epigenetic Groups: EG_hi vs. EG_lo), and associate patterns with clinical outcomes in critical illness. Findings: Patient subsets with gene expression patterns in blood leukocytes representative of a high global epigenetic signature (EG_hi) had worse outcomes across three etiologies of critical illness. EG_hi designation contributed independent of the known immune leukocyte transcriptomic responses to patient prognosis (Trauma: HR=0.62 [95% CI: 0.43-0.89, event set as recovery], p=0.01, n=167; Burns: HR=4.35 [95% CI: 0.816-23.2, event set as death], p=0.085, n=121; Sepsis: HR=1.60 [95% CI: 1.10-2.33, event set as death], p=0.013, n=479; Cox proportional hazards regression). Interpretation: The inclusion of gene expression patterns that associate with global epigenetic changes in circulating leukocytes improves the resolution of transcriptome-based patient classification in acute critical illnesses. Early detection of both the global epigenetic signature and the known immune transcriptomic patterns associates with the worse prognosis in trauma, burns and sepsis.	scBlood	https://bio.liclab.net/scBlood/detail1?sampleId=scBlood_h_080	counts	0	4242	6	118	Circulating leukocytes cells_PBMC_2
sample_id_120	GSE175694	hg38	GSM5344324	GSM5344324	35124428	Human	PBMC	scATAC-seq	Disease	Circulating leukocytes cells, Hypotension/tachycardia	Background: While bulk and single cell transcriptomic patterns in circulating leukocytes from trauma patients have been reported, how these relate to changes in open chromatin patterns remain unstudied. Here, we investigated whether single-cell ATAC-seq would provide further resolution of transcriptomic patterns that align with patient outcomes. Methods: We performed scATAC-seq on peripheral blood mononuclear cells from four trauma patients at <4hr, 24hr, 72hr post-injury and four matched healthy controls, and extracted the features associated with the global epigenetic alterations. Three large-scale bulk transcriptomic datasets from trauma, burn and sepsis patients were used to validate the scATAC-seq derived signature, explore patient epigenetic heterogeneity (Epigenetic Groups: EG_hi vs. EG_lo), and associate patterns with clinical outcomes in critical illness. Findings: Patient subsets with gene expression patterns in blood leukocytes representative of a high global epigenetic signature (EG_hi) had worse outcomes across three etiologies of critical illness. EG_hi designation contributed independent of the known immune leukocyte transcriptomic responses to patient prognosis (Trauma: HR=0.62 [95% CI: 0.43-0.89, event set as recovery], p=0.01, n=167; Burns: HR=4.35 [95% CI: 0.816-23.2, event set as death], p=0.085, n=121; Sepsis: HR=1.60 [95% CI: 1.10-2.33, event set as death], p=0.013, n=479; Cox proportional hazards regression). Interpretation: The inclusion of gene expression patterns that associate with global epigenetic changes in circulating leukocytes improves the resolution of transcriptome-based patient classification in acute critical illnesses. Early detection of both the global epigenetic signature and the known immune transcriptomic patterns associates with the worse prognosis in trauma, burns and sepsis.	scBlood	https://bio.liclab.net/scBlood/detail1?sampleId=scBlood_h_079	counts	0	2250	4	119	Circulating leukocytes cells, Hypotension/tachycardia_PBMC_3
sample_id_121	GSE175694	hg38	GSM5344325	GSM5344325	35124428	Human	PBMC	scATAC-seq	Disease	Circulating leukocytes cells, Hypotension/tachycardia	Background: While bulk and single cell transcriptomic patterns in circulating leukocytes from trauma patients have been reported, how these relate to changes in open chromatin patterns remain unstudied. Here, we investigated whether single-cell ATAC-seq would provide further resolution of transcriptomic patterns that align with patient outcomes. Methods: We performed scATAC-seq on peripheral blood mononuclear cells from four trauma patients at <4hr, 24hr, 72hr post-injury and four matched healthy controls, and extracted the features associated with the global epigenetic alterations. Three large-scale bulk transcriptomic datasets from trauma, burn and sepsis patients were used to validate the scATAC-seq derived signature, explore patient epigenetic heterogeneity (Epigenetic Groups: EG_hi vs. EG_lo), and associate patterns with clinical outcomes in critical illness. Findings: Patient subsets with gene expression patterns in blood leukocytes representative of a high global epigenetic signature (EG_hi) had worse outcomes across three etiologies of critical illness. EG_hi designation contributed independent of the known immune leukocyte transcriptomic responses to patient prognosis (Trauma: HR=0.62 [95% CI: 0.43-0.89, event set as recovery], p=0.01, n=167; Burns: HR=4.35 [95% CI: 0.816-23.2, event set as death], p=0.085, n=121; Sepsis: HR=1.60 [95% CI: 1.10-2.33, event set as death], p=0.013, n=479; Cox proportional hazards regression). Interpretation: The inclusion of gene expression patterns that associate with global epigenetic changes in circulating leukocytes improves the resolution of transcriptome-based patient classification in acute critical illnesses. Early detection of both the global epigenetic signature and the known immune transcriptomic patterns associates with the worse prognosis in trauma, burns and sepsis.	scBlood	https://bio.liclab.net/scBlood/detail1?sampleId=scBlood_h_078	counts	0	2957	6	120	Circulating leukocytes cells, Hypotension/tachycardia_PBMC_4
sample_id_122	GSE175694	hg38	GSM5344327	GSM5344327	35124428	Human	PBMC	scATAC-seq	Normal	Circulating leukocytes cells	Background: While bulk and single cell transcriptomic patterns in circulating leukocytes from trauma patients have been reported, how these relate to changes in open chromatin patterns remain unstudied. Here, we investigated whether single-cell ATAC-seq would provide further resolution of transcriptomic patterns that align with patient outcomes. Methods: We performed scATAC-seq on peripheral blood mononuclear cells from four trauma patients at <4hr, 24hr, 72hr post-injury and four matched healthy controls, and extracted the features associated with the global epigenetic alterations. Three large-scale bulk transcriptomic datasets from trauma, burn and sepsis patients were used to validate the scATAC-seq derived signature, explore patient epigenetic heterogeneity (Epigenetic Groups: EG_hi vs. EG_lo), and associate patterns with clinical outcomes in critical illness. Findings: Patient subsets with gene expression patterns in blood leukocytes representative of a high global epigenetic signature (EG_hi) had worse outcomes across three etiologies of critical illness. EG_hi designation contributed independent of the known immune leukocyte transcriptomic responses to patient prognosis (Trauma: HR=0.62 [95% CI: 0.43-0.89, event set as recovery], p=0.01, n=167; Burns: HR=4.35 [95% CI: 0.816-23.2, event set as death], p=0.085, n=121; Sepsis: HR=1.60 [95% CI: 1.10-2.33, event set as death], p=0.013, n=479; Cox proportional hazards regression). Interpretation: The inclusion of gene expression patterns that associate with global epigenetic changes in circulating leukocytes improves the resolution of transcriptome-based patient classification in acute critical illnesses. Early detection of both the global epigenetic signature and the known immune transcriptomic patterns associates with the worse prognosis in trauma, burns and sepsis.	scBlood	https://bio.liclab.net/scBlood/detail1?sampleId=scBlood_h_077	counts	0	5159	6	121	Circulating leukocytes cells_PBMC_3
