trait_code	trait_abbr	trait	ICD10	type	meta_id	mesh_term	mesh_id	category	sample_size	n_case	n_control	popu	pmid	cohort	author	url	index
CAUSALdb_PDGFB_OT205_8146	PDGFB_OT205	Platelet derived growth factor BB			OT205	Platelet-Derived Growth Factor	D010982		8293.0			EUR	27989323	CAUSALdb	Ahola-Olli AV. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8146
CAUSALdb_PCC_MR28098_8147	PCC_MR28098	Pneumonia (critical care)			MR28098	Critical Care	D003422		431365.0	2758.0	428607.0	UKB	IEU-UKB	CAUSALdb	Hamilton F. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8147
CAUSALdb_Vegetarianism_GCST90096927_8148	Vegetarianism_GCST90096927	Vegetarianism			GCST90096927	Diet, Vegetarian	D014676		442589.0			UKB	35653391	CAUSALdb	Pirastu N. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8148
CAUSALdb_RPAWM_PE05168_8149	RPAWM_PE05168	R30 Pain associated with micturition			PE05168	Pain	D010146		420531.0	1376.0	419155.0	UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8149
CAUSALdb_Myopia_PE05909_8150	Myopia_PE05909	Myopia			PE05909	Myopia	D009216		418533.0	1758.0	416775.0	UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8150
CAUSALdb_WHR_MR19228_8151	WHR_MR19228	Waist-hip ratio			MR19228	Waist-Hip Ratio	D049629		11555.0			AMR	31217584	CAUSALdb	Wojcik GL. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8151
CAUSALdb_OL_GD02081_8152	OL_GD02081	Osteoprotegerin levels			GD02081	Osteoprotegerin	D053244		21758.0			EUR	33067605	CAUSALdb	Folkersen L. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8152
CAUSALdb_WHALOCSFOPSRN_PE01761_8153	WHALOCSFOPSRN_PE01761	Workplace had a lot of cigarette smoke from other people smoking: Rarely/never			PE01761	Workplace	D017132		104964.0	89430.0	15534.0	UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8153
CAUSALdb_PRFPDHP_PE03156_8154	PRFPDHP_PE03156	PCT responsible for patient data: HAMPSHIRE PCT			PE03156	New Hampshire	D009513		420531.0	3761.0	416770.0	UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8154
CAUSALdb_WMLITIFOFL_FG01476_8155	WMLITIFOFL_FG01476	Weighted-mean L2 in tract inferior fronto-occipital fasciculus (left)			FG01476	Uncinate Fasciculus	D000083382		12099.0			UKB	31768069	CAUSALdb	Longda Jiang. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8155
CAUSALdb_HDOHDCTC_GD01694_8156	HDOHDCTC_GD01694	HLA DR on HLA DR+ CD4+ T cell			GD01694	HLA-DR Antigens	D006684		3060.0			EUR	32929287	CAUSALdb	Orrù V. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8156
CAUSALdb_CAD_GD00225_8157	CAD_GD00225	coronary artery disease			GD00225	Coronary Artery Disease	D003324		15666.0	3968.0	11698.0	UKB	30003307	CAUSALdb	Fall T. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8157
CAUSALdb_YSLBCSM_PE04224_8158	YSLBCSM_PE04224	Years since last breast cancer screening / mammogram			PE04224	Quality-Adjusted Life Years	D019057		135856.0			UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8158
CAUSALdb_MI_PA00494_8159	MI_PA00494	Myocardial infarction			PA00494	Myocardial Infarction	D009203		8060.0	564.0	7496.0	UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8159
CAUSALdb_TOPAILWHDEWLMCD_GA404_8160	TOPAILWHDEWLMCD_GA404	Types of physical activity in last 4 weeks: Heavy DIY (eg: weeding, lawn mowing, carpentry, digging)			GA404	Leisure Activities	D007899		384450.0	165465.0	218985.0	UKB	31427789	CAUSALdb	CTGLAB. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8160
CAUSALdb_UWSDGAFASAB_DB804_8161	UWSDGAFASAB_DB804	Usual weekday sleep duration (GEE, adjusted for age, sex and BMI)			DB804	Sleep	D012890		736.0			EUR	17903308	CAUSALdb	Gottlieb DJ. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8161
CAUSALdb_TMCOOP_PE00803_8162	TMCOOP_PE00803	Treatment/medication code: oil of peppermint			PE00803	Plant Oils	D010938		420473.0	129.0	420344.0	UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8162
CAUSALdb_MSC_OT156_8163	MSC_OT156	mDC subset (CD32+)			OT156	Dendritic Cells	D003713		669.0			EUR	25772697	CAUSALdb	Roederer M. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8163
CAUSALdb_JSCMASTAA_FG04615_8164	JSCMASTAA_FG04615	Job SOC coding: Market and street traders and assistants			FG04615	Job Description	D007587		113841.0	126.0	113715.0	UKB	34737426	CAUSALdb	Longda Jiang. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8164
CAUSALdb_MCIIMTAD_PE04156_8165	MCIIMTAD_PE04156	Maximum carotid IMT (intima-medial thickness) at 210 degrees			PE04156	Carotid Intima-Media Thickness	D059168		22559.0			UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8165
CAUSALdb_PPAR_PA00431_8166	PPAR_PA00431	Pulse pressure, automated reading			PA00431	Blood Pressure	D001794		8641.0			UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8166
CAUSALdb_MODFHRDOCACFIDC_MR03874_8167	MODFHRDOCACFIDC_MR03874	Methods of discharge from hospital (recoded): Discharged on clinical advice/consent: From inpatient/daycase care			MR03874	Methods	D008722		462280.0	22710.0	439570.0	UKB	IEU-UKB	CAUSALdb	Ben Elsworth. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8167
CAUSALdb_EMHFD_PE03424_8168	EMHFD_PE03424	Ever manic/hyper for 2 days			PE03424	Mania	D000087122		135063.0	7556.0	127507.0	UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8168
CAUSALdb_OPMOWRPO_PE02805_8169	OPMOWRPO_PE02805	Operative procedures - main OPCS4: W13.1 Rotation periarticular osteotomy			PE02805	Surgical Procedures, Operative	D013514		420531.0	169.0	420362.0	UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8169
CAUSALdb_FSPD_PE04712_8170	FSPD_PE04712	F60 Specific personality disorders			PE04712	Personality Disorders	D010554		420531.0	390.0	420141.0	UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8170
CAUSALdb_BAAB_PE00129_8171	BAAB_PE00129	Breastfed as a baby			PE00129	Breast Feeding	D001942		319408.0	227321.0	92087.0	UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8171
CAUSALdb_SMOLIHANSOLIN_FG02497_8172	SMOLIHANSOLIN_FG02497	Swelling, mass, or lump in head and neck [Space-occupying lesion, intracranial NOS]			FG02497	Neoplasms by Site	D009371		456348.0	707.0	455641.0	UKB	34737426	CAUSALdb	Longda Jiang. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8172
CAUSALdb_osteoporosis_AT444_8173	osteoporosis_AT444	osteoporosis			AT444	Osteoporosis	D010024		452264.0	7323.0	444941.0	UKB	30349118	CAUSALdb	Roslin Institute. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8173
CAUSALdb_KC_PE04953_8174	KC_PE04953	K81 Cholecystitis			PE04953	Cholecystitis	D002764		420531.0	3146.0	417385.0	UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8174
CAUSALdb_LC_PE04962_8175	LC_PE04962	L03 Cellulitis			PE04962	Cellulitis	D002481		420531.0	8847.0	411684.0	UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8175
CAUSALdb_CLE_PE06506_8176	CLE_PE06506	Cutaneous lupus erythematosus			PE06506	Lupus Erythematosus, Cutaneous	D008178		411330.0	170.0	411160.0	UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8176
CAUSALdb_OPMOHIOSSIH_PE02247_8177	OPMOHIOSSIH_PE02247	Operative procedures - main OPCS4: H52.3 Injection of sclerosing substance into haemorrhoid			PE02247	Surgical Procedures, Operative	D013514		420531.0	779.0	419752.0	UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8177
CAUSALdb_DBNOCRAAAC_GA481_8178	DBNOCRAAAC_GA481	D12 Benign neoplasm of colon, rectum, anus and anal canal			GA481	Colorectal Neoplasms	D015179		300791.0	10267.0	290524.0	UKB	31427789	CAUSALdb	CTGLAB. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8178
CAUSALdb_NNNDOFGT_AT545_8179	NNNDOFGT_AT545	N80-N98 Noninflammatory disorders of female genital tract			AT545	Genital Diseases, Female	D005831		245494.0	52974.0	399290.0	UKB	30349118	CAUSALdb	Roslin Institute. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8179
CAUSALdb_CC_FG02265_8180	CC_FG02265	Colon cancer			FG02265	Colonic Neoplasms	D003110		456348.0	3221.0	453127.0	UKB	34737426	CAUSALdb	Longda Jiang. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8180
CAUSALdb_IB_PE07032_8181	IB_PE07032	ipratropium bromide			PE07032	Ipratropium	D009241		420531.0	1274.0	419257.0	UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8181
CAUSALdb_FBI_MR08163_8182	FBI_MR08163	Fasting blood insulin			MR08163	Fasting	D005215		12687.0			AMR	31217584	CAUSALdb	Wojcik GL. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8182
CAUSALdb_NCICSRAF_PE00361_8183	NCICSRAF_PE00361	Non-cancer illness code, self-reported: atrial fibrillation			PE00361	Atrial Fibrillation	D001281		420473.0	3240.0	417233.0	UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8183
CAUSALdb_PIVLH_LD179_8184	PIVLH_LD179	Phospholipids in very large HDL			LD179	Cholesterol, HDL	D008076		19273.0			EUR	27005778	CAUSALdb	Kettunen. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8184
CAUSALdb_OPMOGOAAOOTS_PE02151_8185	OPMOGOAAOOTS_PE02151	Operative procedures - main OPCS4: G01.1 Oesophagogastrectomy and anastomosis of oesophagus to stomach			PE02151	Surgical Procedures, Operative	D013514		420531.0	248.0	420283.0	UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8185
CAUSALdb_OCVVS_MR32195_8186	OCVVS_MR32195	Operation code: varicose vein surgery			MR32195	Vascular Surgical Procedures	D014656		462933.0	18818.0	444115.0	UKB	IEU-UKB	CAUSALdb	Ben Elsworth. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8186
CAUSALdb_AR_GCST90086041_8187	AR_GCST90086041	Allergic rhinitis			GCST90086041	Rhinitis, Allergic	D065631		56637.0	13936.0	42701.0	EUR	33893285	CAUSALdb	Guindo-Martínez M. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8187
CAUSALdb_PARI_PE06269_8188	PARI_PE06269	Peritonitis and retroperitoneal infections			PE06269	Peritonitis	D010538		384203.0	1117.0	383086.0	UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8188
CAUSALdb_POAMB_FG03623_8189	POAMB_FG03623	Part of a multiple birth			FG03623	Multiple Birth Offspring	D009099		449059.0	10333.0	438726.0	UKB	34737426	CAUSALdb	Longda Jiang. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8189
CAUSALdb_TSOCRTS_PE03299_8190	TSOCRTS_PE03299	Treatment speciality of consultant (recoded): Thoracic surgery			PE03299	Anesthesia, Cardiac Procedures	D000074022		402898.0	2170.0	400728.0	UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8190
CAUSALdb_SOBWOLG_FG03356_8191	SOBWOLG_FG03356	Shortness of breath walking on level ground			FG03356	Dyspnea	D004417		147955.0	15781.0	132174.0	UKB	34737426	CAUSALdb	Longda Jiang. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8191
CAUSALdb_BAAB_GA084_8192	BAAB_GA084	Breastfed as a baby			GA084	Breast Feeding	D001942		293760.0	208921.0	84839.0	UKB	31427789	CAUSALdb	CTGLAB. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8192
CAUSALdb_WVCPR_FG03026_8193	WVCPR_FG03026	Workplace very cold: PHESANT recoding			FG03026	Workplace	D017132		113044.0	53726.0	59318.0	UKB	34737426	CAUSALdb	Longda Jiang. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8193
CAUSALdb_TP_PA00129_8194	TP_PA00129	Total protein			PA00129	Liver Function Tests	D008111		7696.0			UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8194
CAUSALdb_DMIMTF_MR10190_8195	DMIMTF_MR10190	Diagnoses - main ICD10: M65.3 Trigger finger			MR10190	Trigger Finger Disorder	D052582		463010.0	1059.0	461951.0	UKB	IEU-UKB	CAUSALdb	Ben Elsworth. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8195
CAUSALdb_TVTE_CA087_8196	TVTE_CA087	Thick vs thin eyebrows			CA087	Eyebrows	D005138		3941.0			UKB	29895819	CAUSALdb	Endo C. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8196
CAUSALdb_MSAT_PE05023_8197	MSAT_PE05023	M65 Synovitis and tenosynovitis			PE05023	Synovitis	D013585		420531.0	2844.0	417687.0	UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8197
CAUSALdb_KUOOEDWPOA_PE01590_8198	KUOOEDWPOA_PE01590	Keyed up or on edge during worst period of anxiety			PE01590	Anxiety	D001007		40050.0	31903.0	8147.0	UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8198
CAUSALdb_MIIICPOFSL_FG01320_8199	MIIICPOFSL_FG01320	Mean ISOVF in inferior cerebellar peduncle on FA skeleton (left)			FG01320	Cerebral Peduncle	D065850		12099.0			UKB	31768069	CAUSALdb	Longda Jiang. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8199
CAUSALdb_DSWSPWWFSBNAOJ_PE01784_8200	DSWSPWWFSBNAOJ_PE01784	Day shifts worked: Shift pattern was worked for some (but not all) of job			PE01784	Job Description	D007587		30045.0	2042.0	28003.0	UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8200
CAUSALdb_EUHRTH_FG03077_8202	EUHRTH_FG03077	Ever used hormone-replacement therapy (HRT)			FG03077	Hormone Replacement Therapy	D020249		246748.0	96860.0	149888.0	UKB	34737426	CAUSALdb	Longda Jiang. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8202
CAUSALdb_Exophthalmos_PE05627_8203	Exophthalmos_PE05627	Exophthalmos			PE05627	Exophthalmos	D005094		399189.0	155.0	399034.0	UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8203
CAUSALdb_WESABHLSRE_FG03406_8204	WESABHLSRE_FG03406	Which eye(s) affected by hypermetropia (long sight): Right eye			FG03406	Hyperopia	D006956		18730.0	1391.0	17339.0	UKB	34737426	CAUSALdb	Longda Jiang. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8204
CAUSALdb_MOIDD_PA00467_8205	MOIDD_PA00467	M51 Other intervertebral disk disorders			PA00467	Spinal Diseases	D013122		8876.0	231.0	8645.0	UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8205
CAUSALdb_MLIECOFSL_FG01152_8206	MLIECOFSL_FG01152	Mean L2 in external capsule on FA skeleton (left)			FG01152	External Capsule	D066271		12101.0			UKB	31768069	CAUSALdb	Longda Jiang. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8206
CAUSALdb_IOWMOH_PE06252_8207	IOWMOH_PE06252	Intestinal obstruction without mention of hernia			PE06252	Intestinal Obstruction	D007415		335392.0	5122.0	330270.0	UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8207
CAUSALdb_CCSRCC_FG04070_8208	CCSRCC_FG04070	Cancer code, self-reported: cervical cancer			FG04070	Uterine Cervical Neoplasms	D002583		247508.0	1866.0	245642.0	UKB	34737426	CAUSALdb	Longda Jiang. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8208
CAUSALdb_ODOP_F901413_8209	ODOP_F901413	Other diseases of peritoneum			F901413	Peritoneal Diseases	D010532		375486.0	1289.0	374197.0	EUR	36653562	CAUSALdb	Kurki MI. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8209
CAUSALdb_MCIIMTAD_PE04153_8210	MCIIMTAD_PE04153	Maximum carotid IMT (intima-medial thickness) at 150 degrees			PE04153	Carotid Intima-Media Thickness	D059168		22623.0			UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8210
CAUSALdb_ASD_F902098_8211	ASD_F902098	Atrioventricular septal defect			F902098	Aortopulmonary Septal Defect	D001028		377277.0	108.0	377169.0	EUR	36653562	CAUSALdb	Kurki MI. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8211
CAUSALdb_OCCSCS_PE01132_8212	OCCSCS_PE01132	Operation code: caesarean section / caesarian section			PE01132	Cesarean Section	D002585		420473.0	21130.0	399343.0	UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8212
CAUSALdb_Triglycerides_PA00130_8213	Triglycerides_PA00130	Triglycerides			PA00130	Triglycerides	D014280		8415.0			UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8213
CAUSALdb_COICBC_GD01285_8214	COICBC_GD01285	CD19 on IgD+ CD24+ B cell			GD01285	B-Lymphocytes	D001402		3656.0			EUR	32929287	CAUSALdb	Orrù V. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8214
CAUSALdb_KPIAIOWH_BE116_8215	KPIAIOWH_BE116	K56 Paralytic ileus and intestinal obstruction without hernia			BE116	Intestinal Obstruction	D007415		361194.0	1851.0	359343.0	UKB	Nealelab	CAUSALdb	Nealelab. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8215
CAUSALdb_IOMASDD_GA461_8216	IOMASDD_GA461	Illnesses of mother: Alzheimer's disease/dementia			GA461	Family Health	D005192		367939.0	30407.0	337532.0	UKB	31427789	CAUSALdb	CTGLAB. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8216
CAUSALdb_BI_GA067_8217	BI_GA067	Bread intake			GA067	Energy Intake	D002149		377627.0			UKB	31427789	CAUSALdb	CTGLAB. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8217
CAUSALdb_KKDOL_AT323_8218	KKDOL_AT323	K70-K77 Diseases of liver			AT323	Liver Diseases	D008107		452264.0	5472.0	446792.0	UKB	30349118	CAUSALdb	Roslin Institute. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8218
CAUSALdb_SOATHRUPOR_MR20506_8219	SOATHRUPOR_MR20506	Sources of admission to hospital (recoded): Usual Place of residence			MR20506	Information Sources	D000093983		462793.0	305639.0	157154.0	UKB	IEU-UKB	CAUSALdb	Ben Elsworth. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8219
CAUSALdb_CHVNHR_GD09550_8220	CHVNHR_GD09550	COVID-19 (hospitalized vs not hospitalized) RELEASE 5			GD09550	COVID-19	D000086382		16645.0	4829.0	11816.0	EUR	32404885	CAUSALdb	COVID-19 Host Genetics Initiative. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8220
CAUSALdb_IOSHD_GA463_8221	IOSHD_GA463	Illnesses of siblings: Heart disease			GA463	Family Health	D005192		309116.0	30320.0	278796.0	UKB	31427789	CAUSALdb	CTGLAB. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8221
CAUSALdb_WMIITPTRR_FG01590_8222	WMIITPTRR_FG01590	Weighted-mean ISOVF in tract posterior thalamic radiation (right)			FG01590	Posterior Thalamic Nuclei	D020656		12098.0			UKB	31768069	CAUSALdb	Longda Jiang. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8222
CAUSALdb_AODARIA_F901291_8223	AODARIA_F901291	Anomalies of dental arch relationship, including avohilmo			F901291	Dental Arch	D003724		377277.0	6260.0	371017.0	EUR	36653562	CAUSALdb	Kurki MI. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8223
CAUSALdb_BCDBEAREADBDA_PA00247_8224	BCDBEAREADBDA_PA00247	Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor: Asthma			PA00247	Asthma	D001249		8562.0	1041.0	7521.0	UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8224
CAUSALdb_DI_AT394_8225	DI_AT394	dyspepsia / indigestion			AT394	Dyspepsia	D004415		452264.0	565.0	451699.0	UKB	30349118	CAUSALdb	Roslin Institute. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8225
CAUSALdb_MTUFC_GA295_8226	MTUFC_GA295	Milk type used: Full cream			GA295	Milk	D008892		373135.0	24927.0	348208.0	UKB	31427789	CAUSALdb	CTGLAB. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8226
CAUSALdb_WMIITCTL_FG01525_8227	WMIITCTL_FG01525	Weighted-mean ICVF in tract corticospinal tract (left)			FG01525	Pyramidal Tracts	D011712		12098.0			UKB	31768069	CAUSALdb	Longda Jiang. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8227
CAUSALdb_CSD_CA210_8228	CSD_CA210	Crohn's disease			CA210	Crohn Disease	D003424		20883.0	5956.0	14927.0	EUR	26192919	CAUSALdb	Liu JZ. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8228
CAUSALdb_HGF_OT179_8229	HGF_OT179	Hepatocyte growth factor			OT179	Hepatocyte Growth Factor	D017228		8292.0			EUR	27989323	CAUSALdb	Ahola-Olli AV. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8229
CAUSALdb_RDOSS_PE05161_8230	RDOSS_PE05161	R20 Disturbances of skin sensation			PE05161	Skin Abnormalities	D012868		420531.0	3449.0	417082.0	UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8230
