trait_abbr	trait_code	index	trait	category	num_cases	num_cases_prev	num_controls	num_gw_significant	num_gw_significant_prev	lambda	url
H7_RETINALBREAK	FinnGen_H7_RETINALBREAK_527	527	Retinal breaks without detachment	VII Diseases of the eye and adnexa (H7_)	5435	4793.0	413784	2	1.0	1.0507	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_H7_RETINALBREAK.FINEMAP.snp.bgz
H7_RETINALDETACH	FinnGen_H7_RETINALDETACH_528	528	Retinal detachments and breaks	VII Diseases of the eye and adnexa (H7_)	13719	12234.0	413784	7	7.0	1.0517	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_H7_RETINALDETACH.FINEMAP.snp.bgz
H7_RETINALDETACHBREAK	FinnGen_H7_RETINALDETACHBREAK_529	529	Retinal detachment with retinal break	VII Diseases of the eye and adnexa (H7_)	4485	4024.0	413784	4	3.0	1.0637	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_H7_RETINALDETACHBREAK.FINEMAP.snp.bgz
H7_RETINALDETACHOTH	FinnGen_H7_RETINALDETACHOTH_530	530	Other, unspecified and serous retinal detachments	VII Diseases of the eye and adnexa (H7_)	952	849.0	413784	1	1.0	0.97764	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_H7_RETINALDETACHOTH.FINEMAP.snp.bgz
H7_RETINALDETACHTRACTION	FinnGen_H7_RETINALDETACHTRACTION_531	531	Traction detachment of retina	VII Diseases of the eye and adnexa (H7_)	270	239.0	413784	3	3.0	0.75538	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_H7_RETINALDETACHTRACTION.FINEMAP.snp.bgz
H7_RETINALDISOTH	FinnGen_H7_RETINALDISOTH_532	532	Other retinal disorders	VII Diseases of the eye and adnexa (H7_)	28876	25610.0	413784	20	19.0	1.0682	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_H7_RETINALDISOTH.FINEMAP.snp.bgz
H7_RETINANAS	FinnGen_H7_RETINANAS_533	533	Other specified and unspecified retinal disorders	VII Diseases of the eye and adnexa (H7_)	1045	929.0	413784	1	0.0	0.99459	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_H7_RETINANAS.FINEMAP.snp.bgz
H7_RETINASEPAR	FinnGen_H7_RETINASEPAR_534	534	Separation of retinal layers (serosa)	VII Diseases of the eye and adnexa (H7_)	1320	1181.0	413784	1	1.0	1.0046	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_H7_RETINASEPAR.FINEMAP.snp.bgz
H7_RETINOCHISISCYST	FinnGen_H7_RETINOCHISISCYST_535	535	Retinoschisis and retinal cysts	VII Diseases of the eye and adnexa (H7_)	706	633.0	413784	3	0.0	0.94372	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_H7_RETINOCHISISCYST.FINEMAP.snp.bgz
H7_RETROBULBNEURINOTH	FinnGen_H7_RETROBULBNEURINOTH_536	536	Retrobulbar neuritis in diseases classified elsewhere	VII Diseases of the eye and adnexa (H7_)	110	102.0	450415	2	1.0	0.52516	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_H7_RETROBULBNEURINOTH.FINEMAP.snp.bgz
H7_SCLERACORNEA	FinnGen_H7_SCLERACORNEA_537	537	Disorders of sclera, cornea, iris and ciliary body	VII Diseases of the eye and adnexa (H7_)	24337	21534.0	429396	21	20.0	1.0432	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_H7_SCLERACORNEA.FINEMAP.snp.bgz
H7_SEVVISIMPBINOC	FinnGen_H7_SEVVISIMPBINOC_538	538	Severe visual impairment, binocular	VII Diseases of the eye and adnexa (H7_)	146	136.0	432149	2	1.0	0.59401	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_H7_SEVVISIMPBINOC.FINEMAP.snp.bgz
H7_STENOLACRI	FinnGen_H7_STENOLACRI_539	539	Stenosis and insufficiency of lacrimal passages	VII Diseases of the eye and adnexa (H7_)	3232	2885.0	412885	2	2.0	1.0323	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_H7_STENOLACRI.FINEMAP.snp.bgz
H7_STRABOTH	FinnGen_H7_STRABOTH_540	540	Other strabismus	VII Diseases of the eye and adnexa (H7_)	9012	8023.0	432955	4	3.0	1.0421	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_H7_STRABOTH.FINEMAP.snp.bgz
H7_VISIMPBILATERAL	FinnGen_H7_VISIMPBILATERAL_541	541	Blindness or visual impairment, binocular	VII Diseases of the eye and adnexa (H7_)	139	124.0	432149	1	0.0	0.58565	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_H7_VISIMPBILATERAL.FINEMAP.snp.bgz
H7_VISUDISTURB	FinnGen_H7_VISUDISTURB_542	542	Visual disturbances	VII Diseases of the eye and adnexa (H7_)	19780	17356.0	432149	2	1.0	1.0423	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_H7_VISUDISTURB.FINEMAP.snp.bgz
H7_VITRBODYGLOBE	FinnGen_H7_VITRBODYGLOBE_543	543	Disorders of vitreous body	VII Diseases of the eye and adnexa (H7_)	18951	16606.0	434113	7	5.0	1.0604	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_H7_VITRBODYGLOBE.FINEMAP.snp.bgz
H7_XANTHELASMA	FinnGen_H7_XANTHELASMA_544	544	Xanthelasma of eyelid	VII Diseases of the eye and adnexa (H7_)	277	243.0	412885	1	1.0	0.7689	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_H7_XANTHELASMA.FINEMAP.snp.bgz
H8_BPV	FinnGen_H8_BPV_545	545	Benign paroxysmal vertigo	VIII Diseases of the ear and mastoid process (H8_)	10553	9183.0	431119	2	4.0	1.0621	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_H8_BPV.FINEMAP.snp.bgz
H8_CHRON_SUPOTITIS	FinnGen_H8_CHRON_SUPOTITIS_546	546	Chronic suppurative otitis media	VIII Diseases of the ear and mastoid process (H8_)	2469	2262.0	422407	1	2.0	1.0313	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_H8_CHRON_SUPOTITIS.FINEMAP.snp.bgz
H8_EUSTSALP	FinnGen_H8_EUSTSALP_547	547	Eustachian salpingitis and obstruction	VIII Diseases of the ear and mastoid process (H8_)	3029	2691.0	422407	1	2.0	1.0454	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_H8_EUSTSALP.FINEMAP.snp.bgz
H8_EXTDISINOTH	FinnGen_H8_EXTDISINOTH_548	548	Disorder of external ear, unspecified	VIII Diseases of the ear and mastoid process (H8_)	991	863.0	440335	1	1.0	0.99105	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_H8_EXTDISINOTH.FINEMAP.snp.bgz
H8_EXTERNAL	FinnGen_H8_EXTERNAL_549	549	Diseases of external ear	VIII Diseases of the ear and mastoid process (H8_)	13398	11422.0	440335	3	3.0	1.0464	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_H8_EXTERNAL.FINEMAP.snp.bgz
H8_EXTOTITIS	FinnGen_H8_EXTOTITIS_550	550	Otitis externa	VIII Diseases of the ear and mastoid process (H8_)	8455	7249.0	440335	5	4.0	1.0406	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_H8_EXTOTITIS.FINEMAP.snp.bgz
H8_EXT_ABSC	FinnGen_H8_EXT_ABSC_551	551	Abscess of external ear	VIII Diseases of the ear and mastoid process (H8_)	452	414.0	440335	2	2.0	0.86995	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_H8_EXT_ABSC.FINEMAP.snp.bgz
H8_EXT_CELLUL	FinnGen_H8_EXT_CELLUL_552	552	Cellulitis of external ear	VIII Diseases of the ear and mastoid process (H8_)	373	337.0	440335	1	1.0	0.82054	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_H8_EXT_CELLUL.FINEMAP.snp.bgz
H8_EXT_CHOL	FinnGen_H8_EXT_CHOL_553	553	Cholesteatoma of external ear	VIII Diseases of the ear and mastoid process (H8_)	211	183.0	440335	1	1.0	0.69566	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_H8_EXT_CHOL.FINEMAP.snp.bgz
H8_EXT_INFNAS	FinnGen_H8_EXT_INFNAS_554	554	Other infective otitis externa	VIII Diseases of the ear and mastoid process (H8_)	2021	1752.0	440335	3	2.0	1.0228	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_H8_EXT_INFNAS.FINEMAP.snp.bgz
H8_EXT_NONINF	FinnGen_H8_EXT_NONINF_555	555	Acute otitis externa, noninfective	VIII Diseases of the ear and mastoid process (H8_)	519	461.0	440335	3	2.0	0.899	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_H8_EXT_NONINF.FINEMAP.snp.bgz
H8_EXT_OTH	FinnGen_H8_EXT_OTH_556	556	Other otitis externa (chronic)	VIII Diseases of the ear and mastoid process (H8_)	2141	1871.0	440335	2	3.0	1.0246	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_H8_EXT_OTH.FINEMAP.snp.bgz
H8_HL_DEAFMUT	FinnGen_H8_HL_DEAFMUT_557	557	Deaf mutism, not elsewhere classified	VIII Diseases of the ear and mastoid process (H8_)	174	159.0	397865	4	1.0	0.64359	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_H8_HL_DEAFMUT.FINEMAP.snp.bgz
H8_HL_IDIOP	FinnGen_H8_HL_IDIOP_558	558	Sudden idiopathic hearing loss	VIII Diseases of the ear and mastoid process (H8_)	3487	3128.0	397865	6	5.0	1.0296	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_H8_HL_IDIOP.FINEMAP.snp.bgz
H8_HL_MIX_NAS	FinnGen_H8_HL_MIX_NAS_559	559	Mixed conductive and sensorineural hearing loss	VIII Diseases of the ear and mastoid process (H8_)	4292	3894.0	397865	3	3.0	1.0407	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_H8_HL_MIX_NAS.FINEMAP.snp.bgz
H8_HL_PRESBY	FinnGen_H8_HL_PRESBY_560	560	Presbycusis	VIII Diseases of the ear and mastoid process (H8_)	5091	4538.0	397865	4	2.0	1.0559	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_H8_HL_PRESBY.FINEMAP.snp.bgz
H8_HL_SEN_NAS	FinnGen_H8_HL_SEN_NAS_561	561	Sensorineural hearing loss	VIII Diseases of the ear and mastoid process (H8_)	39620	35488.0	397865	39	32.0	1.1033	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_H8_HL_SEN_NAS.FINEMAP.snp.bgz
H8_MASTCHRON	FinnGen_H8_MASTCHRON_562	562	Chronic mastoiditis	VIII Diseases of the ear and mastoid process (H8_)	857	784.0	422407	1	1.0	0.96758	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_H8_MASTCHRON.FINEMAP.snp.bgz
H8_MED_SUPP	FinnGen_H8_MED_SUPP_563	563	Suppurative and unspecified otitis media	VIII Diseases of the ear and mastoid process (H8_)	18213	16008.0	422407	6	4.0	1.0513	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_H8_MED_SUPP.FINEMAP.snp.bgz
H8_MENIERE	FinnGen_H8_MENIERE_564	564	Ménière disease	VIII Diseases of the ear and mastoid process (H8_)	3312	2977.0	431119	1	1.0	1.0498	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_H8_MENIERE.FINEMAP.snp.bgz
H8_MIDDLEMASTOID	FinnGen_H8_MIDDLEMASTOID_565	565	Diseases of middle ear and mastoid	VIII Diseases of the ear and mastoid process (H8_)	31326	27527.0	422407	16	17.0	1.0739	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_H8_MIDDLEMASTOID.FINEMAP.snp.bgz
H8_NONSUPPNAS	FinnGen_H8_NONSUPPNAS_566	566	Nonsuppurative otitis media	VIII Diseases of the ear and mastoid process (H8_)	10765	9370.0	422407	9	6.0	1.0466	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_H8_NONSUPPNAS.FINEMAP.snp.bgz
H8_OSSICABN	FinnGen_H8_OSSICABN_567	567	Abnormalities of ear ossicles	VIII Diseases of the ear and mastoid process (H8_)	58	52.0	422407	1	1.0	0.38694	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_H8_OSSICABN.FINEMAP.snp.bgz
H8_OTHEREAR	FinnGen_H8_OTHEREAR_568	568	Other disorders of ear	VIII Diseases of the ear and mastoid process (H8_)	55868	49828.0	397865	25	23.0	1.0969	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_H8_OTHEREAR.FINEMAP.snp.bgz
H8_OTHHEARINGLOSS	FinnGen_H8_OTHHEARINGLOSS_569	569	Other hearing loss	VIII Diseases of the ear and mastoid process (H8_)	10961	9713.0	397865	2	2.0	1.0398	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_H8_OTHHEARINGLOSS.FINEMAP.snp.bgz
H8_OTORRHOEA	FinnGen_H8_OTORRHOEA_570	570	Otorrhoea	VIII Diseases of the ear and mastoid process (H8_)	88	81.0	397865	1	1.0	0.47027	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_H8_OTORRHOEA.FINEMAP.snp.bgz
H8_OTOSCLE	FinnGen_H8_OTOSCLE_571	571	Otosclerosis	VIII Diseases of the ear and mastoid process (H8_)	2638	2423.0	431119	36	31.0	1.0617	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_H8_OTOSCLE.FINEMAP.snp.bgz
H8_PERFORATION	FinnGen_H8_PERFORATION_572	572	Perforation of tympanic membrane	VIII Diseases of the ear and mastoid process (H8_)	3488	3085.0	422407	4	2.0	1.0451	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_H8_PERFORATION.FINEMAP.snp.bgz
H8_PERIPHVERTIGO	FinnGen_H8_PERIPHVERTIGO_573	573	Other peripheral vertigo	VIII Diseases of the ear and mastoid process (H8_)	3060	2755.0	431119	2	1.0	1.0297	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_H8_PERIPHVERTIGO.FINEMAP.snp.bgz
H8_SUP_ACUTE	FinnGen_H8_SUP_ACUTE_574	574	Acute suppurative otitis media	VIII Diseases of the ear and mastoid process (H8_)	12552	10987.0	422407	4	1.0	1.0445	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_H8_SUP_ACUTE.FINEMAP.snp.bgz
H8_TINNITUS	FinnGen_H8_TINNITUS_575	575	Tinnitus	VIII Diseases of the ear and mastoid process (H8_)	8926	7914.0	397865	1	1.0	1.042	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_H8_TINNITUS.FINEMAP.snp.bgz
H8_VERTIGO	FinnGen_H8_VERTIGO_576	576	Disorders of vestibular function (Vertigo)	VIII Diseases of the ear and mastoid process (H8_)	18693	16443.0	431119	2	3.0	1.0667	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_H8_VERTIGO.FINEMAP.snp.bgz
H8_VESTIBNEUR	FinnGen_H8_VESTIBNEUR_577	577	Vestibular neuronitis	VIII Diseases of the ear and mastoid process (H8_)	2951	2634.0	431119	6	7.0	1.0244	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_H8_VESTIBNEUR.FINEMAP.snp.bgz
HERING_BILATERAL	FinnGen_HERING_BILATERAL_578	578	Inguinal hernia, bilateral	XI Diseases of the digestive system (K11_)	3625	3281.0	387841	5	6.0	1.0551	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_HERING_BILATERAL.FINEMAP.snp.bgz
HYPOTHY_REIMB	FinnGen_HYPOTHY_REIMB_579	579	Hypothyroidism, drug reimbursement	IV Endocrine, nutritional and metabolic diseases (E4_)	14521	13429.0	104630	45	43.0	1.0977	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_HYPOTHY_REIMB.FINEMAP.snp.bgz
I9_ABAORTANEUR	FinnGen_I9_ABAORTANEUR_580	580	Abdominal aortic aneurysm (AAA)	IX Diseases of the circulatory system (I9_)	4083	3869.0	420324	11	9.0	1.0772	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_I9_ABAORTANEUR.FINEMAP.snp.bgz
I9_AF	FinnGen_I9_AF_581	581	Atrial fibrillation and flutter	IX Diseases of the circulatory system (I9_)	55853	50743.0	231952	151	129.0	1.1861	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_I9_AF.FINEMAP.snp.bgz
I9_ANEURYSM	FinnGen_I9_ANEURYSM_582	582	Cerebral aneurysm, nonruptured	IX Diseases of the circulatory system (I9_)	3014	2784.0	412105	7	6.0	1.0665	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_I9_ANEURYSM.FINEMAP.snp.bgz
I9_ANGINA	FinnGen_I9_ANGINA_583	583	Angina pectoris	IX Diseases of the circulatory system (I9_)	40366	36875.0	378019	96	80.0	1.1827	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_I9_ANGINA.FINEMAP.snp.bgz
I9_ANGIO	FinnGen_I9_ANGIO_584	584	Coronary angioplasty	IX Diseases of the circulatory system (I9_)	16749	15779.0	378019	55	47.0	1.135	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_I9_ANGIO.FINEMAP.snp.bgz
I9_AORTANEUR	FinnGen_I9_AORTANEUR_585	585	Aortic aneurysm	IX Diseases of the circulatory system (I9_)	8923	8125.0	420324	25	23.0	1.0835	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_I9_AORTANEUR.FINEMAP.snp.bgz
I9_AORTDIS	FinnGen_I9_AORTDIS_586	586	Dissection of aorta	IX Diseases of the circulatory system (I9_)	1038	967.0	420324	2	2.0	0.9939	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_I9_AORTDIS.FINEMAP.snp.bgz
I9_ARTOTH	FinnGen_I9_ARTOTH_587	587	Other diseases of arteries and capillaries	IX Diseases of the circulatory system (I9_)	3208	2878.0	420324	3	2.0	1.0233	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_I9_ARTOTH.FINEMAP.snp.bgz
I9_ATHSCLE	FinnGen_I9_ATHSCLE_588	588	Atherosclerosis, excluding cerebral, coronary and PAD	IX Diseases of the circulatory system (I9_)	17832	16243.0	420324	22	18.0	1.1258	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_I9_ATHSCLE.FINEMAP.snp.bgz
I9_AVBLOCK	FinnGen_I9_AVBLOCK_589	589	AV-block	IX Diseases of the circulatory system (I9_)	6935	6097.0	342690	9	6.0	1.0564	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_I9_AVBLOCK.FINEMAP.snp.bgz
I9_CABG	FinnGen_I9_CABG_590	590	Coronary artery bypass grafting	IX Diseases of the circulatory system (I9_)	12461	11582.0	378019	81	80.0	1.1632	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_I9_CABG.FINEMAP.snp.bgz
I9_CARDARR	FinnGen_I9_CARDARR_591	591	Cardiac arrest	IX Diseases of the circulatory system (I9_)	2722	2471.0	231952	1	2.0	1.0457	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_I9_CARDARR.FINEMAP.snp.bgz
I9_CARDMYO	FinnGen_I9_CARDMYO_592	592	Cardiomyopathy	IX Diseases of the circulatory system (I9_)	6907	6338.0	342690	45	41.0	1.0703	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_I9_CARDMYO.FINEMAP.snp.bgz
I9_CARDMYOHYP	FinnGen_I9_CARDMYOHYP_593	593	Cardiomyopathy, Hypertrophic obstructive	IX Diseases of the circulatory system (I9_)	608	553.0	342690	37	38.0	0.91835	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_I9_CARDMYOHYP.FINEMAP.snp.bgz
I9_CARDMYOOTH	FinnGen_I9_CARDMYOOTH_594	594	Cardiomyopathy, other and unspecified	IX Diseases of the circulatory system (I9_)	2844	2593.0	342690	21	15.0	1.043	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_I9_CARDMYOOTH.FINEMAP.snp.bgz
I9_CAVS_OPERATED	FinnGen_I9_CAVS_OPERATED_595	595	Calcific aortic valvular stenosis, operated	IX Diseases of the circulatory system (I9_)	11047	9870.0	442686	30	25.0	1.1027	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_I9_CAVS_OPERATED.FINEMAP.snp.bgz
I9_CEREBAMY	FinnGen_I9_CEREBAMY_596	596	Cerebral amyloid angiopathy	IX Diseases of the circulatory system (I9_)	101	83.0	412105	1	1.0	0.50613	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_I9_CEREBAMY.FINEMAP.snp.bgz
I9_CHD	FinnGen_I9_CHD_597	597	Major coronary heart disease event	IX Diseases of the circulatory system (I9_)	51098	46959.0	402635	100	94.0	1.1767	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_I9_CHD.FINEMAP.snp.bgz
I9_CONDUCTIO	FinnGen_I9_CONDUCTIO_598	598	Conduction disorders	IX Diseases of the circulatory system (I9_)	12371	10944.0	342690	7	7.0	1.0446	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_I9_CONDUCTIO.FINEMAP.snp.bgz
I9_CVD_HARD	FinnGen_I9_CVD_HARD_599	599	Hard cardiovascular diseases	Cardiometabolic endpoints	72410	66182.0	381323	69	61.0	1.155	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_I9_CVD_HARD.FINEMAP.snp.bgz
I9_E_DRONE	FinnGen_I9_E_DRONE_600	600	Dronedarone medication	IX Diseases of the circulatory system (I9_)	896	854.0	342690	4	4.0	0.9862	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_I9_E_DRONE.FINEMAP.snp.bgz
I9_HEARTFAIL	FinnGen_I9_HEARTFAIL_601	601	Heart failure, strict	IX Diseases of the circulatory system (I9_)	33250	29672.0	420483	13	13.0	1.1037	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_I9_HEARTFAIL.FINEMAP.snp.bgz
I9_HEARTFAIL_ALLCAUSE	FinnGen_I9_HEARTFAIL_ALLCAUSE_602	602	All-cause Heart Failure	IX Diseases of the circulatory system (I9_)	32733	29218.0	419755	13	11.0	1.1033	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_I9_HEARTFAIL_ALLCAUSE.FINEMAP.snp.bgz
I9_HEARTFAIL_AND_ANTIHYPERT	FinnGen_I9_HEARTFAIL_AND_ANTIHYPERT_603	603	Heart failure and antihypertensive medication	Cardiometabolic endpoints	31527	28161.0	213338	65	44.0	1.1701	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_I9_HEARTFAIL_AND_ANTIHYPERT.FINEMAP.snp.bgz
I9_HEARTFAIL_AND_CHD	FinnGen_I9_HEARTFAIL_AND_CHD_604	604	Heart failure and coronary heart disease	Cardiometabolic endpoints	15579	13952.0	402635	18	19.0	1.1178	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_I9_HEARTFAIL_AND_CHD.FINEMAP.snp.bgz
I9_HEARTFAIL_AND_HYPERTCARDIOM	FinnGen_I9_HEARTFAIL_AND_HYPERTCARDIOM_605	605	Heart failure and hypertrophic cardiomyopathy	Cardiometabolic endpoints	517	454.0	452488	21	19.0	0.8971	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_I9_HEARTFAIL_AND_HYPERTCARDIOM.FINEMAP.snp.bgz
I9_HEARTFAIL_AND_OVERWEIGHT	FinnGen_I9_HEARTFAIL_AND_OVERWEIGHT_606	606	Heart failure and bmi 25plus	Cardiometabolic endpoints	20044	17923.0	182596	9	8.0	1.0776	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_I9_HEARTFAIL_AND_OVERWEIGHT.FINEMAP.snp.bgz
I9_HEARTFAIL_EXMORE	FinnGen_I9_HEARTFAIL_EXMORE_607	607	Heart failure, strict (more control exclusions)	IX Diseases of the circulatory system (I9_)	33250	29672.0	394758	17	13.0	1.1075	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_I9_HEARTFAIL_EXMORE.FINEMAP.snp.bgz
I9_HYPERTROCARDMYOP	FinnGen_I9_HYPERTROCARDMYOP_608	608	Hypertrophic cardiomyopathy	IX Diseases of the circulatory system (I9_)	1245	1125.0	452488	51	51.0	1.0105	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_I9_HYPERTROCARDMYOP.FINEMAP.snp.bgz
I9_HYPTENS	FinnGen_I9_HYPTENS_609	609	Hypertension	IX Diseases of the circulatory system (I9_)	137312	122996.0	316345	360	314.0	1.3519	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_I9_HYPTENS.FINEMAP.snp.bgz
I9_HYPTENSHD	FinnGen_I9_HYPTENSHD_610	610	Hypertensive Heart Disease	IX Diseases of the circulatory system (I9_)	10283	9219.0	316345	17	16.0	1.1245	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_I9_HYPTENSHD.FINEMAP.snp.bgz
I9_HYPTENSRD	FinnGen_I9_HYPTENSRD_611	611	Hypertensive Renal Disease	IX Diseases of the circulatory system (I9_)	1217	1115.0	316345	3	2.0	1.0109	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_I9_HYPTENSRD.FINEMAP.snp.bgz
I9_IHD	FinnGen_I9_IHD_612	612	Ischaemic heart disease, wide definition	IX Diseases of the circulatory system (I9_)	75592	69008.0	378141	118	102.0	1.2012	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_I9_IHD.FINEMAP.snp.bgz
I9_INTRACRA	FinnGen_I9_INTRACRA_613	613	Nontraumatic intracranial haemmorrhage	IX Diseases of the circulatory system (I9_)	7763	7040.0	412105	5	5.0	1.0457	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_I9_INTRACRA.FINEMAP.snp.bgz
I9_K_CARDIAC	FinnGen_I9_K_CARDIAC_614	614	Death due to cardiac causes	IX Diseases of the circulatory system (I9_)	23945	22589.0	429788	3	2.0	1.0894	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_I9_K_CARDIAC.FINEMAP.snp.bgz
